,CPU 제조사,그래픽 제조사,메모리 용량,저장장치1 크기,저장장치2 크기,운영체제,CPU Score,GPU Score,용도,최저가,메모리 타입_DDR3L,메모리 타입_DDR4,메모리 타입_DDR5,메모리 타입_GDDR6,메모리 타입_LPDDR4,메모리 타입_LPDDR5,저장장치1_M.2,저장장치1_SSD,저장장치1_eMMC,저장장치1_mSATA,저장장치2_M.2,저장장치2_SSD,저장장치2_eMMC,저장장치2_mSATA
2239,1,0,32,512.0,0.0,1,16534,1644,0,1234990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
385,1,1,16,512.0,0.0,0,38392,20406,1,1533120,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5777,1,0,8,256.0,0.0,1,12309,1279,0,1150000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2280,1,0,16,500.0,0.0,0,32169,2496,0,1300990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2029,1,0,8,250.0,0.0,0,12950,1279,0,616850,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1397,0,0,8,500.0,0.0,0,16323,2370,0,488550,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3145,0,0,8,500.0,0.0,0,15608,1792,0,491880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4439,1,1,16,500.0,0.0,0,19804,22296,1,1383000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1489,0,0,16,500.0,0.0,0,2564,14491,1,1090250,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4640,1,0,8,256.0,0.0,0,2494,326,0,273000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
882,1,0,4,250.0,0.0,0,1695,326,0,312920,0,1,0,0,0,0,0,1,0,0,0,1,0,0
556,1,0,32,512.0,0.0,0,8754,1279,0,887990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1180,1,1,16,256.0,0.0,0,14345,7820,1,873280,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1085,0,0,16,500.0,0.0,0,19836,2580,0,639000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3551,0,1,8,1000.0,0.0,0,19836,12770,1,1118990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
827,1,0,8,256.0,0.0,0,2672,727,0,438990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5220,0,0,8,256.0,0.0,0,19836,2580,0,540880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5859,1,1,32,256.0,0.0,0,17078,10075,1,1135580,0,1,0,0,0,0,1,0,0,0,1,0,0,0
453,0,0,4,128.0,0.0,1,13155,2009,0,596890,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4841,1,0,16,256.0,0.0,1,13355,1279,0,1166090,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4787,1,0,8,2000.0,0.0,1,3453,368,0,1048990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3685,1,0,16,512.0,0.0,1,8776,1279,0,709000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2419,1,0,8,128.0,0.0,1,5288,1521,0,609000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2325,1,1,8,256.0,0.0,1,17576,12770,1,1043100,0,1,0,0,0,0,1,0,0,0,1,0,0,0
307,1,0,16,512.0,0.0,0,19524,1644,0,898990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2153,1,0,16,512.0,0.0,1,10044,0,0,1100000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1383,1,0,32,1000.0,128.0,1,20274,1279,0,1397400,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5176,1,0,16,256.0,0.0,1,20274,1746,0,1659000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2008,1,0,16,500.0,0.0,0,16798,1279,0,948000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4331,1,1,64,1000.0,0.0,1,19524,20406,1,2023990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4982,1,0,8,512.0,0.0,0,6235,1521,0,594880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
772,1,0,16,128.0,500.0,1,2367,1521,0,629320,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,8,500.0,0.0,0,19524,1644,0,642750,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3587,1,1,16,256.0,0.0,1,8776,2522,0,1258780,0,1,0,0,0,0,1,0,0,0,1,0,0,0
782,1,0,64,4000.0,0.0,0,17078,1644,0,1401000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5324,1,1,64,1000.0,0.0,1,37465,5062,1,2455100,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1460,1,0,4,64.0,0.0,1,2825,0,0,433610,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2299,1,1,16,512.0,0.0,0,19804,20406,1,1650000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1028,1,1,32,1000.0,0.0,0,23555,26696,1,4599000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2649,1,0,4,256.0,0.0,1,6749,1101,0,1000780,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2969,1,0,4,256.0,0.0,0,1695,326,0,488640,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2670,0,1,32,512.0,0.0,0,19836,17071,1,1368720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3595,1,0,4,256.0,0.0,1,13409,0,0,848730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4635,1,0,4,256.0,0.0,0,2494,326,0,319000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3756,1,0,4,1000.0,0.0,0,19524,1644,0,760000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2338,1,1,8,256.0,0.0,1,14328,2522,0,1122730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5498,1,0,16,256.0,0.0,1,17078,1644,0,922000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1399,0,0,16,500.0,0.0,0,21959,14491,1,1037320,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4374,1,0,4,128.0,0.0,0,19524,1644,0,653990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3914,0,0,32,256.0,0.0,0,19836,2580,0,637000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6111,0,0,8,128.0,0.0,0,19836,2580,0,795990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
245,1,0,8,256.0,0.0,1,9472,1279,0,1007900,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1775,1,0,4,240.0,0.0,0,16803,1279,0,897750,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3678,0,0,16,960.0,0.0,1,16323,2370,0,809000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4508,1,0,4,1000.0,0.0,1,4286,727,0,1101990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4760,1,0,8,2000.0,0.0,1,8776,1279,0,1035490,0,1,0,0,0,0,1,0,0,0,1,0,0,0
474,1,1,16,256.0,0.0,1,19524,7820,1,1627690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4322,1,1,16,512.0,512.0,1,19524,20406,1,1630000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2166,1,1,16,4000.0,0.0,1,34667,23611,1,3480560,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4209,1,1,8,256.0,0.0,1,12309,7820,1,1455690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3775,1,0,4,256.0,0.0,0,2672,727,0,354000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3008,1,1,32,512.0,0.0,1,17576,12770,1,1398990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
312,1,1,16,500.0,0.0,0,19804,17071,1,1107966,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3537,1,0,8,1000.0,0.0,1,10488,0,0,1880000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
472,1,1,8,1000.0,0.0,1,19524,7820,1,1608990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4668,0,0,32,1000.0,0.0,0,10888,2181,0,647000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4983,1,0,8,1000.0,0.0,0,6235,1521,0,669880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
857,1,0,32,256.0,0.0,1,12309,1279,0,893990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3476,1,0,32,512.0,0.0,1,4286,727,0,720000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3822,1,0,32,2000.0,0.0,0,14328,1644,0,886990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2313,1,0,16,2000.0,0.0,1,31337,2496,0,1596990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2401,0,1,16,512.0,0.0,1,19836,20406,1,1399000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5730,1,0,16,512.0,0.0,1,9108,1279,0,719000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
691,1,1,16,500.0,0.0,0,27395,25205,1,2079000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
182,0,1,32,2000.0,0.0,1,2897,20406,1,1920000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1993,0,1,16,250.0,0.0,0,1633,12770,1,1590000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4998,1,1,8,256.0,0.0,1,9472,5062,1,1462280,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1142,1,0,8,256.0,0.0,0,19524,1644,0,583590,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2842,1,0,16,256.0,0.0,0,4286,727,0,570000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
771,1,0,16,128.0,240.0,1,2367,1521,0,592640,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5713,1,0,4,128.0,0.0,0,6235,1521,0,685990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5792,1,0,8,250.0,0.0,0,5180,1521,0,590360,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2006,0,1,16,512.0,0.0,1,21959,22296,1,1951790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5509,1,0,32,1000.0,0.0,0,16798,1279,0,977000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2656,1,0,8,120.0,0.0,0,19804,2724,0,489000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6063,1,1,16,256.0,0.0,1,17078,7820,1,1308000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
423,1,0,32,500.0,0.0,0,17025,0,0,1467000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5235,0,0,8,256.0,0.0,0,24568,2775,0,634910,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4052,1,0,4,240.0,0.0,0,2367,1521,0,367260,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4854,1,0,16,500.0,0.0,1,14328,1644,0,1054640,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3380,1,0,16,500.0,0.0,0,17554,0,0,1051860,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5023,1,0,4,256.0,0.0,1,5883,1101,0,635230,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5604,1,0,4,1000.0,0.0,0,11085,0,0,942990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4247,0,0,16,2000.0,0.0,0,13011,1998,0,927990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
750,0,0,8,240.0,0.0,0,16323,2370,0,429000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
140,1,0,16,512.0,0.0,1,17025,0,0,1712140,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4485,1,0,64,1000.0,0.0,0,26862,0,0,2064780,0,0,1,0,0,0,1,0,0,0,1,0,0,0
528,1,0,64,4000.0,0.0,0,22600,1521,0,2818820,0,1,0,0,0,0,1,0,0,0,1,0,0,0
433,1,0,8,256.0,0.0,1,12309,1279,0,899080,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4518,1,0,16,512.0,0.0,0,10488,0,0,1159990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3040,0,0,8,1000.0,0.0,1,13155,2009,0,707970,0,1,0,0,0,0,1,0,0,0,1,0,0,0
517,1,0,16,250.0,0.0,0,22600,1521,0,1393880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1995,1,0,16,256.0,0.0,0,17078,1644,0,915770,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5194,1,0,16,256.0,0.0,0,6235,1521,0,700730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3440,1,0,16,1000.0,0.0,1,10044,0,0,1336790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
264,0,0,32,1000.0,0.0,1,24568,2775,0,1054690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4257,1,0,8,120.0,0.0,0,4286,727,0,430250,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6181,1,1,8,250.0,0.0,0,14345,6297,1,633150,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5047,1,1,16,512.0,0.0,0,19804,17071,1,1000960,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2179,1,0,16,1000.0,0.0,1,31337,2496,0,1517720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1456,1,0,8,64.0,256.0,1,2825,0,0,443510,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5339,1,0,32,2000.0,0.0,0,8754,1279,0,839000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5885,1,0,32,500.0,0.0,1,36085,2496,0,1975550,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2089,1,1,16,500.0,0.0,0,19804,20406,1,1238730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4636,1,0,4,512.0,0.0,0,2494,326,0,289000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5096,1,0,8,256.0,0.0,1,16798,1279,0,1255580,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1668,1,0,8,128.0,0.0,1,2367,1521,0,540540,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3841,1,0,4,256.0,0.0,0,14328,1644,0,559000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3462,1,1,32,1000.0,0.0,1,21180,17071,1,2070000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2308,1,0,8,2000.0,0.0,1,31337,2496,0,1528990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
787,1,0,16,500.0,0.0,0,17078,1644,0,727690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
250,1,0,8,256.0,0.0,1,20074,1746,0,989000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5558,1,1,8,512.0,0.0,1,19804,17071,1,1348000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
387,1,1,16,500.0,0.0,0,34498,12707,1,1344020,0,1,0,0,0,0,1,0,0,0,1,0,0,0
566,0,0,8,512.0,0.0,0,24568,2775,0,666810,0,1,0,0,0,0,1,0,0,0,1,0,0,0
661,0,1,16,512.0,0.0,1,21959,20406,1,1614300,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1191,1,0,4,128.0,0.0,1,17576,1746,0,722940,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5186,1,0,8,120.0,0.0,0,6235,1521,0,653600,0,1,0,0,0,0,0,1,0,0,0,1,0,0
147,1,1,16,512.0,0.0,0,34498,22296,1,1908020,0,1,0,0,0,0,1,0,0,0,1,0,0,0
830,1,0,4,128.0,0.0,0,4138,727,0,372990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2443,1,0,8,512.0,0.0,0,14328,1644,0,658720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5631,1,0,32,1000.0,0.0,0,11085,0,0,1107990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3300,1,0,16,256.0,0.0,0,31337,2496,0,1105420,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2260,0,0,8,256.0,0.0,0,19836,2580,0,446510,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3463,1,1,64,512.0,0.0,1,21180,17071,1,2250000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5133,1,0,8,1000.0,0.0,1,8776,1279,0,840790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4404,1,0,8,1000.0,0.0,0,17078,1644,0,708880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5014,1,0,8,256.0,0.0,1,12309,1279,0,918370,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4749,1,1,32,512.0,0.0,1,36085,22296,1,2716240,0,0,1,0,0,0,1,0,0,0,1,0,0,0
662,0,1,16,512.0,0.0,0,21959,20406,1,1276990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2221,0,0,8,2000.0,0.0,0,24568,2775,0,1000090,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3686,1,0,16,1000.0,0.0,1,8776,1279,0,769000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5947,0,1,16,512.0,0.0,0,21959,17071,1,1103640,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1581,1,0,8,256.0,0.0,0,9472,1279,0,588040,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6421,1,0,16,512.0,0.0,0,22864,1521,0,2227990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2924,0,1,16,512.0,0.0,1,24568,12770,1,1078990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6323,1,0,4,256.0,0.0,0,1695,326,0,233000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
479,0,1,16,500.0,0.0,0,21959,23611,1,1562633,0,1,0,0,0,0,1,0,0,0,1,0,0,0
117,1,0,32,2000.0,0.0,1,17554,0,0,1551440,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1429,1,0,4,64.0,120.0,1,1413,326,0,339560,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4249,0,0,32,2000.0,0.0,0,13011,1998,0,1027990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1440,1,0,8,64.0,500.0,1,1413,326,0,398970,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6221,1,0,4,128.0,0.0,1,9238,1279,0,1093980,0,1,0,0,0,0,0,1,0,0,0,1,0,0
614,1,0,16,256.0,0.0,0,19524,1644,0,781470,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1488,1,1,16,500.0,0.0,0,34667,23611,1,2096020,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5504,1,0,16,256.0,0.0,0,16798,1279,0,791000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2012,0,0,16,240.0,0.0,0,18102,1419,0,699000,0,0,0,1,0,0,0,1,0,0,0,1,0,0
807,1,0,32,256.0,0.0,0,16798,1279,0,993990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4655,1,1,32,2000.0,0.0,1,41519,22296,1,3664700,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2849,1,0,16,512.0,0.0,0,19524,1644,0,809000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1603,1,0,8,512.0,0.0,0,3728,727,0,485100,0,1,0,0,0,0,1,0,0,0,1,0,0,0
550,1,0,8,256.0,0.0,0,8754,1279,0,483990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4265,1,0,16,256.0,0.0,1,22645,2496,0,1338990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
832,1,0,8,256.0,0.0,0,4138,727,0,409990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5581,1,0,16,512.0,0.0,1,11389,1521,0,1045740,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2589,1,0,32,250.0,0.0,0,17025,0,0,1476000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2851,1,0,8,256.0,0.0,1,3974,1521,0,768900,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4712,1,0,64,1000.0,0.0,0,6749,1101,0,765990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5292,1,0,32,1000.0,0.0,0,16798,1279,0,866000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
913,1,1,16,500.0,0.0,0,19804,12707,1,1071050,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2134,1,0,16,256.0,0.0,1,19524,1644,0,826240,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2940,0,0,8,500.0,0.0,0,6870,0,0,646610,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2919,0,0,16,1000.0,0.0,0,24568,2775,0,932720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
67,1,1,32,2000.0,0.0,1,31455,20406,1,2018790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4536,1,0,8,256.0,0.0,0,17078,1644,0,890030,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4297,1,1,16,512.0,0.0,1,20074,17071,1,2092990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3396,1,1,8,1000.0,0.0,1,17078,7820,1,1557170,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1832,1,1,8,240.0,0.0,1,17201,7820,1,1111500,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6234,1,0,4,512.0,0.0,0,7579,1521,0,1546820,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4973,1,0,4,120.0,0.0,0,6235,1521,0,575000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2876,1,0,16,512.0,0.0,0,21210,2496,0,875140,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6203,1,1,64,512.0,0.0,1,31337,12707,1,2549990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2196,0,0,64,512.0,0.0,0,24568,2775,0,982990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
360,1,0,4,256.0,0.0,1,4286,727,0,529730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4358,1,1,32,256.0,0.0,1,17576,12770,1,1348990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6335,1,0,8,1000.0,0.0,0,1695,326,0,387990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1141,0,0,16,500.0,0.0,0,28127,19663,1,1785540,0,1,0,0,0,0,1,0,0,0,1,0,0,0
424,1,0,32,512.0,0.0,0,17025,0,0,1656190,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4799,1,0,64,2000.0,0.0,1,3453,368,0,1408990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4537,1,0,8,512.0,0.0,0,17078,1644,0,776000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2375,1,0,16,2000.0,0.0,0,36085,2496,0,1696880,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2705,1,0,64,256.0,0.0,1,31337,2496,0,1938990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3274,0,0,4,128.0,0.0,0,19836,2580,0,550000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1755,1,0,16,512.0,0.0,0,16803,1279,0,1021240,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4047,0,0,8,512.0,0.0,1,24568,2775,0,819000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5368,0,0,16,512.0,0.0,1,28127,19225,1,2392940,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5174,1,0,16,256.0,0.0,1,22978,1746,0,1499000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
667,1,0,16,256.0,0.0,1,19524,1644,0,1084750,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4194,1,0,64,8000.0,0.0,0,10044,0,0,2368990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5385,1,0,4,64.0,0.0,1,1695,326,0,429710,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5061,1,0,16,512.0,0.0,0,20074,1746,0,889990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3436,1,0,8,1000.0,0.0,1,10044,0,0,1225980,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2114,0,0,16,512.0,0.0,1,14602,0,0,1126250,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2372,1,0,16,256.0,0.0,0,36085,2496,0,1441960,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3632,1,0,4,256.0,0.0,0,16534,1644,0,684250,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3294,1,0,16,512.0,0.0,1,20287,2496,0,1329000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5073,1,1,16,512.0,0.0,0,46465,17071,1,1856170,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1283,1,0,16,128.0,0.0,1,2367,1521,0,634520,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4119,1,1,16,512.0,0.0,0,31455,23611,1,1812020,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4082,1,0,32,256.0,0.0,1,6340,1521,0,1355900,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3676,0,0,16,240.0,0.0,1,16323,2370,0,699000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1135,1,0,16,256.0,128.0,1,4286,727,0,658340,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5068,1,1,8,256.0,0.0,1,16798,13988,1,2688480,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2959,1,0,8,128.0,0.0,0,1141,923,0,470800,1,0,0,0,0,0,0,0,0,1,0,0,0,1
5643,0,0,16,500.0,0.0,0,26675,24035,1,1914730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5787,1,1,16,250.0,0.0,1,17201,7820,1,1516970,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4438,1,1,64,1000.0,0.0,1,41519,26696,1,5570000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4038,1,0,16,512.0,0.0,1,13409,0,0,1005000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2534,1,1,8,256.0,0.0,1,19524,7820,1,1582270,0,1,0,0,0,0,1,0,0,0,1,0,0,0
851,0,0,8,250.0,0.0,0,19836,2580,0,507420,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6179,1,0,8,1000.0,0.0,1,31337,2496,0,1367710,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2740,1,1,8,256.0,0.0,1,19524,7820,1,1330000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
968,1,0,16,500.0,0.0,0,19804,14491,1,983967,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5986,0,0,16,256.0,0.0,0,15608,1792,0,566700,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1771,1,0,8,128.0,0.0,0,5565,1279,0,560500,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1904,1,0,8,128.0,0.0,0,3728,727,0,380000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1217,1,0,8,240.0,0.0,1,8754,1279,0,569000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4701,1,0,8,128.0,0.0,0,6749,1101,0,468990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
66,1,1,32,1000.0,0.0,1,31455,20406,1,1848730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1203,1,0,8,128.0,0.0,1,17576,1746,0,814140,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5791,1,0,8,120.0,0.0,0,5180,1521,0,568730,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1858,1,0,4,128.0,0.0,0,2451,727,0,319200,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1160,1,0,8,480.0,0.0,0,6749,1101,0,460460,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5295,1,0,4,128.0,0.0,0,16798,1279,0,700000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5691,1,0,8,128.0,0.0,0,6235,1521,0,638990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6030,1,0,32,1000.0,0.0,0,8776,1279,0,771000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
